INST_NO,inst_name,LATITUDE,LONGITUDE
4197,Collingwood General and Marine Hospital,44.498101142,-80.20274196
4198,Arnprior Regional Health,45.440918922,-76.35219901
4199,North Bay General-Civic,46.322485,-79.470098
4200,Lake-of-the-Woods District Hospital,49.76687123,-94.49939188
4201,Manitoulin Health Centre-Little Current,45.97904477,-81.92682953
4202,Manitoulin Health Centre-Mindemoya,45.737945464,-82.16748567
4203,Chapleau Health Services,47.840230856,-83.41508332
4204,Erie Shores Healthcare,42.049349111,-82.61491544
4205,Sunnybrook Health Sciences Centre - Bayview Campus,43.72147819,-79.37896367
4206,Bingham Memorial Hospital,48.539308905,-80.46976525
4207,North Wellington Health Care-Louise Marshall,43.974626347,-80.73820278
4208,North Wellington Health Care-Palmerston,43.838275966,-80.8440042
4209,Toronto East Health Network-Michael Garron Hospital,43.689595,-79.326118
4210,Niagara Health System-Fort Erie,42.912862682,-78.924713
4211,Niagara Health System-Fort Erie,42.912862682,-78.924713
4213,Niagara Health System-Niagara Falls,43.093578126,-79.09179437
4214,Niagara Health System-Niagara Falls,43.093578126,-79.09179437
4216,Niagara Health System - Niagara-on-the-Lake,43.253483,-79.066974
4217,Niagara Health System - Niagara-on-the-Lake,43.253483,-79.066974
4219,Niagara Health System - Port Colborne,42.880643729,-79.25890105
4220,Niagara Health System - Port Colborne,42.880643729,-79.25890105
4224,Niagara Health System - St. Catharines,43.15523353,-79.27725988
4227,Niagara Health System - Welland Hospital,42.980753365,-79.24912129
4228,Niagara Health System - Welland Hospital,42.980753365,-79.24912129
4231,Hamilton Health Sciences - General,43.261297483,-79.85433351
4232,Niagara Health System-Fort Erie,42.912862682,-78.924713
4233,North York General Hospital - General Site,43.769509301,-79.36423899
4234,North York General Hospital-Branson,43.772869988,-79.44810084
4235,Oak Valley Health-Markham Stouffville Hospital,43.88478379,-79.23305185
4236,West Parry Sound Health Centre,45.342170123,-80.01912069
4237,Northumberland Hills Hospital,43.97673572,-78.19720464
4238,Chatham-Kent Health Alliance - Chatham Site,42.40587608,-82.19401363
4239,Chatham-Kent Health Alliance - Sydenham Site,42.59737851,-82.3668958
4240,St. Joseph's General Hospital - Elliot Lake,46.384182474,-82.66110323
4241,Georgian Bay General Hospital - Midland,44.741877543,-79.91164133
4242,Centre for Addiction & Mental Health,43.658214349,-79.39895529
4243,Glengarry Memorial Hospital,45.307000167,-74.64530826
4245,William Osler Health System - Etobicoke,43.73043291,-79.60091456
4247,London Health Sciences Centre-Victoria,42.958335555,-81.22555504
4248,Dryden Regional Health Centre,49.769700855,-92.83901427
4249,Stevenson Memorial Hospital,44.155273282,-79.87599703
4250,Lady Dunn Health Centre,48.000142418,-84.77256639
4251,Perth and Smiths Falls District Hospital - Perth,44.905472456,-76.25353001
4254,Weeneebayko General Hospital,51.25092712,-80.61654517
4255,St. Joseph's Health Care London-St. Joseph's,43.000066944,-81.253878
4256,Bluewater Health-Petrolia,42.878320406,-82.1479906
4257,Geraldton District Hospital,49.722794634,-86.95493864
4260,Humber River Health-RCC Church and Multicare Kidney Clinic,43.708367194,-79.50959672
4264,Temiskaming Hospital,47.4943343,-79.69562316
4265,University Health Network - Toronto General,43.659578245,-79.38706438
4266,University Health Network - Toronto Western,43.65335351,-79.40640724
4267,Winchester District Memorial Hospital,45.088452395,-75.35239482
4268,Hawkesbury and District General Hospital,45.598755903,-74.60791892
4270,Anson General Hospital,49.21100821,-84.77444356
4273,Sunnybrook Health Sciences Centre - Bayview Campus,43.72147819,-79.37896367
4274,Sunnybrook Health Sciences Centre - Holland Orthopaedic & Arthritic Centre,43.665332879,-79.38242549
4276,William Osler Health System-Peel Memorial,43.69093853,-79.75121799
4277,William Osler Health System - Etobicoke,43.73043291,-79.60091456
4279,Toronto East Health Network-Michael Garron Hospital,43.689595,-79.326118
4285,Hamilton Health Sciences - Juravinski,43.23930707,-79.84535369
4286,Hamilton Health Sciences - McMaster,43.257956198,-79.91715434
4289,St. Mary's General Hospital,43.43817641,-80.50044803
4293,Humber River Health-Church (Memorial),43.708367194,-79.50959672
4298,Hamilton Health Sciences - Chedoke,43.238296,-79.915533
4299,Pembroke Regional  Hospital,45.813898829,-77.1080447
4303,University of Ottawa Heart Institute,45.394009563,-75.72243531
4307,Oak Valley Health-Markham Stouffville Hospital,43.88478379,-79.23305185
4310,London Health Sciences Centre-University,43.0153423,-81.27533189
4311,London Health Sciences Centre-South St,42.976214,-81.237344
4315,Thunder Bay Regional Health Sciences Centre,48.421780797,-89.26766045
4316,Perth and Smiths Falls District Hospital - Smiths Falls,44.90657649,-76.02532287
4323,North Wellington Health Care-Louise Marshall,43.974626347,-80.73820278
4326,North Wellington Health Care-Palmerston,43.838275966,-80.8440042
4329,Ottawa Hospital-Civic Campus,45.391885487,-75.72084944
4335,North York General Hospital-Branson,43.772869988,-79.44810084
4339,St. Vincent De Paul-Brockville,44.59202702,-75.68319067
4341,Toronto East Health Network-Michael Garron Hospital,43.689595,-79.326118
4342,Hamilton Health Sciences - General,43.261297483,-79.85433351
4353,Sioux Lookout Meno Ya Win Health Centre,50.10601595,-91.92542596
4354,Sioux Lookout Meno Ya Win Health Centre,50.10601595,-91.92542596
4359,London Health Sciences Centre-Victoria,42.958335555,-81.22555504
4361,Chatham-Kent Health Alliance - Chatham Site,42.40587608,-82.19401363
4363,Trillium Health Centre-Queensway,43.60967281,-79.56135702
4366,St. Joseph's Health Centre,43.63918723,-79.45011509
4367,Haliburton Highlands Health Services - Haliburton,45.038312586,-78.52850303
4368,St. Johns Rehabitation Hospital,43.78974302,-79.40475476
4369,Kingston General Hospital,44.22454365,-76.49286687
4377,Brightshores Health System-Lion's Head,44.985857885,-81.24904714
4385,Guelph General Hospital,43.555809663,-80.25381443
4406,University Health Network - Princess Margaret,43.658216796,-79.38994319
4407,Sault Area Hospital,46.54805611,-84.31934519
4408,Sault Area Hospital,46.54805611,-84.31934519
4409,Sault Area Hospital,46.54805611,-84.31934519
4413,Penetanguishene General,44.76839296,-79.9295064
4414,Windsor Regional Hospital-Metropolitan,42.300944184,-82.99657898
4415,Bluewater Health-Sarnia,42.977661364,-82.38896203
4416,Bluewater Health-Sarnia,42.977661364,-82.38896203
4417,Bluewater Health-Sarnia,42.977661364,-82.38896203
4418,Bluewater Health-Petrolia,42.878320406,-82.1479906
4419,Bluewater Health-Petrolia,42.878320406,-82.1479906
4429,Ottawa Hospital-Rehabilitation Centre,45.399420296,-75.6473486
4448,Don Mills Surgical Unit,43.723607576,-79.33617409
4450,Northumberland Hills Hospital,43.97673572,-78.19720464
4451,Cornwall Community Hospital,45.02902152,-74.71861331
4452,Cornwall Community Hospital,45.02902152,-74.71861331
4461,Hôpital Montfort,45.44399168,-75.63841269
4465,Oak Valley Health-Uxbridge Hospital,44.101958977,-79.12749153
4466,Oak Valley Health-Uxbridge Hospital,44.101958977,-79.12749153
4467,Oak Valley Health-Uxbridge Hospital,44.101958977,-79.12749153
4470,Cornwall Community Hospital,45.02902152,-74.71861331
4483,Ross Memorial Hospital,44.3522984,-78.75156924
4513,Royal Victoria Regional Health Centre,44.416182997,-79.66204133
4514,Quinte Health-Belleville,44.16370392,-77.36490576
4515,William Osler Health System - Etobicoke,43.73043291,-79.60091456
4516,William Osler Health System-Peel Memorial,43.69093853,-79.75121799
4518,Joseph Brant Hospital,43.317733841,-79.80366892
4519,Cambridge Memorial Hospital,43.37880489,-80.32800591
4520,Chatham-Kent Health Alliance - Chatham Site,42.40587608,-82.19401363
4521,Cornwall Community Hospital,45.02902152,-74.71861331
4522,Alexandra Marine and General Hospital,43.750284855,-81.70601579
4523,Homewood Health Centre,43.557716237,-80.25654805
4525,St. Josephs Healthcare Hamilton-West 5th,43.240100854,-79.88214105
4526,St. Josephs Healthcare Hamilton-West 5th,43.240100854,-79.88214105
4527,Lake-of-the-Woods District Hospital,49.76687123,-94.49939188
4528,Kingston General Hospital,44.22454365,-76.49286687
4529,Hotel Dieu Hospital-Kingston,44.23111275,-76.48614508
4530,Providence Care Hospital,44.220393906,-76.5259062
4531,Grand River Hospital - Kitchener-Waterloo,43.4571341,-80.51155986
4532,London Health Sciences Centre-Victoria,42.958335555,-81.22555504
4533,St. Joseph's Health Care London-Parkwood,42.958521807,-81.22721342
4534,St. Joseph's Health Care London-Southwest Centre for Forensic Mental Health Care,42.740436952,-81.19213295
4535,Oak Valley Health-Markham Stouffville Hospital,43.88478379,-79.23305185
4536,Credit Valley Hospital,43.56064308,-79.70473857
4537,Trillium Health Centre-Mississauga,43.57224752,-79.60962036
4538,Southlake Regional Health Centre,44.06085643,-79.45261984
4539,Halton Healthcare Services - Oakville,43.448917192,-79.76659384
4540,Orillia Soldiers' Memorial Hospital,44.60462924,-79.42485038
4541,Lakeridge Health - Oshawa,43.90606337,-78.86888462
4542,Hôpital Montfort,45.44399168,-75.63841269
4543,Queensway Carleton Hospital,45.333895012,-75.80474882
4544,Royal Ottawa Health Care-Brockville Mental Health Centre,44.602782381,-75.66453889
4545,Royal Ottawa Mental Health Centre,45.387986664,-75.72997129
4546,Ottawa Hospital-Civic Campus,45.391885487,-75.72084944
4547,Ottawa Hospital-General Campus,45.399418274,-75.64737191
4548,Brightshores Health System-Owen Sound,44.56745188,-80.91238196
4549,Pembroke Regional  Hospital,45.813898829,-77.1080447
4550,Waypoint Centre for Mental Health Care-Provincial,44.800928115,-79.92950746
4551,Waypoint Centre for Mental Health Care-Regional,44.80092812,-79.92950746
4552,Peterborough Regional Health Centre,44.30090349,-78.34592675
4553,Mackenzie Health-Richmond Hill,43.87029911,-79.44955162
4554,Bluewater Health-Sarnia,42.977661364,-82.38896203
4555,Sault Area Hospital,46.54805611,-84.31934519
4556,Niagara Health System - Welland Hospital,42.980753365,-79.24912129
4557,Niagara Health System-Niagara Falls,43.093578126,-79.09179437
4558,Niagara Health System - St. Catharines,43.15523353,-79.27725988
4559,Stratford General Hospital,43.368721684,-80.9954347
4560,Health Sciences North - Sudbury Mental Health and Addictions Centre,46.478232,-80.961808
4561,North East Mental Health Centre-Sudbury,46.478232,-80.961808
4562,Thunder Bay Regional Health Sciences Centre,48.421780797,-89.26766045
4563,St. Joseph's Care Group,48.437918777,-89.22302967
4564,Timmins and District Hospital,48.48602823,-81.31588479
4565,Baycrest Hospital,43.730327427,-79.43235702
4566,Centre for Addiction & Mental Health,43.644293159,-79.41814396
4567,Toronto East Health Network-Michael Garron Hospital,43.689595,-79.326118
4568,Humber River Health-Northwestern,43.697472,-79.475522
4569,Mount Sinai Hospital,43.657697,-79.38972356
4570,North York General Hospital - General Site,43.769509301,-79.36423899
4571,Rouge Valley Health System-Ajax,43.83787895,-79.0158433
4572,Rouge Valley Health System-Centenary,43.78225527,-79.20644578
4573,Scarborough Hospital-Birchmount,43.80171506,-79.30801201
4574,Scarborough Hospital-General Site,43.75510256,-79.24780021
4575,St. Joseph's Health Centre,43.63918723,-79.45011509
4576,St. Michael's Hospital,43.65371747,-79.37730388
4577,Sunnybrook Health Sciences Centre - Bayview Campus,43.72147819,-79.37896367
4578,University Health Network,43.659578245,-79.38706438
4579,Ontario Shores Centre for Mental Health Sciences,43.850665324,-78.94378541
4580,Hotel-Dieu Grace Hospital,42.3077979,-83.03270289
4581,Windsor Regional Hospital-Western,42.28670813,-83.06322757
4582,Woodstock Hospital,43.1086531,-80.75387693
4583,North East Mental Health Centre-North Bay,46.398475,-79.465969
4584,Queensway Carleton Hospital,45.333895012,-75.80474882
4589,Providence Care Hospital,44.220393906,-76.5259062
4592,West Parry Sound Health Centre,45.342170123,-80.01912069
4593,Ross Memorial Hospital,44.3522984,-78.75156924
4594,Hotel Dieu Shaver Health and Rehabilitation Centre,43.123091306,-79.24340249
4595,Hotel Dieu Shaver Health and Rehabilitation Centre,43.123091306,-79.24340249
4599,Royal Ottawa Mental Health Centre,45.387986664,-75.72997129
4601,Hotel Dieu Hospital-Kingston,44.23111275,-76.48614508
4602,St. Joseph's Health Care London-Parkwood,42.958521807,-81.22721342
4607,Windsor Regional Hospital-Mary Vale,42.289248245,-83.07302876
4610,Humber River Health-Northwestern,43.697472,-79.475522
4614,Niagara Health System-Ontario St,43.253728539,-79.06721772
4616,Muskoka Algonquin Healthcare-Huntsville,45.33894297,-79.20405045
4617,Muskoka Algonquin Healthcare-Huntsville,45.33894297,-79.20405045
4618,Muskoka Algonquin Healthcare-Huntsville,45.33894297,-79.20405045
4619,Muskoka Algonquin Healthcare-Bracebridge,45.046333673,-79.31405671
4620,Muskoka Algonquin Healthcare-Bracebridge,45.046333673,-79.31405671
4621,Muskoka Algonquin Healthcare-Bracebridge,45.046333673,-79.31405671
4622,Halton Healthcare Services - Georgetown,43.644231787,-79.93221803
4623,Halton Healthcare Services - Georgetown,43.644231787,-79.93221803
4624,Halton Healthcare Services - Georgetown,43.644231787,-79.93221803
4628,Kensington Eye Institute,43.65734,-79.403375
4631,Women's College Hospital,43.661327,-79.387247
4638,Rouge Valley Health System-Ajax,43.83787895,-79.0158433
4646,Brockville General Hospital,44.59786157,-75.68209183
4647,Brockville General Hospital,44.59786157,-75.68209183
4649,South Huron Hospital,43.343683613,-81.48103731
4654,Homewood Health Centre,43.557716237,-80.25654805
4672,Humber River Health-Northwestern,43.697472,-79.475522
4675,Brant Community Healthcare - Brantford General,43.152609792,-80.27580686
4676,Brant Community Healthcare - Brantford General,43.152609792,-80.27580686
4677,Brant Community Healthcare - Brantford General,43.152609792,-80.27580686
4678,Brant Community Healthcare - Brantford General,43.152609792,-80.27580686
4679,Brant Community Healthcare - Brantford General,43.152609792,-80.27580686
4680,Brant Community Healthcare - Willet,43.204696708,-80.38650619
4681,William Osler Health System - Civic,43.747255654,-79.74113747
4682,William Osler Health System - Civic,43.747255654,-79.74113747
4683,William Osler Health System - Civic,43.747255654,-79.74113747
4684,William Osler Health System - Civic,43.747255654,-79.74113747
4685,William Osler Health System - Civic,43.747255654,-79.74113747
4688,Orillia Soldiers' Memorial Hospital,44.60462924,-79.42485038
4689,North Bay General-Civic,46.322485,-79.470098
4690,St. Joseph's Continuing Care Centre of Sudbury,46.467190016,-80.96759722
4692,Weeneebayko Area Health Authority - Moosonee,51.272732999,-80.646821
4693,Weeneebayko Area Health Authority - Fort Albany,52.206514,-81.684881
4694,Weeneebayko Area Health Authority - Attawapiskat,52.924247,-82.427797
4695,Ottawa Hospital-General Campus,45.399418274,-75.64737191
4696,Ottawa Hospital-Rehabilitation Centre,45.399420296,-75.6473486
4698,Weeneebayko Area Health Authority - Moose Factory,51.25092712,-80.61654517
4699,Weeneebayko Area Health Authority - Moose Factory,51.25092712,-80.61654517
4700,Weeneebayko Area Health Authority - Fort Albany,52.206514,-81.684881
4701,Weeneebayko Area Health Authority - Fort Albany,52.206514,-81.684881
4702,Weeneebayko Area Health Authority - Attawapiskat,52.924247,-82.427797
4703,Weeneebayko Area Health Authority - Attawapiskat,52.924247,-82.427797
4704,Georgian Bay General Hospital - Penetanguishene,44.768392964,-79.9295064
4705,Georgian Bay General Hospital - Penetanguishene,44.768392964,-79.9295064
4706,Georgian Bay General Hospital - Penetanguishene,44.768392964,-79.9295064
4708,Hamilton Health Sciences-St. Peter's,43.245136333,-79.83711899
4711,Hamilton Health Sciences - General,43.261297483,-79.85433351
4719,Grand River Hospital - Freeport,43.424157897,-80.41272433
4720,Cambridge Memorial Hospital,43.37880489,-80.32800591
4722,Glengarry Memorial Hospital,45.307000167,-74.64530826
4726,Cornwall Community Hospital,45.02902152,-74.71861331
4730,North Bay Regional Health Centre,46.33564429,-79.49374727
4731,North Bay Regional Health Centre,46.33564429,-79.49374727
4732,North Bay Regional Health Centre,46.33564429,-79.49374727
4733,North Bay Regional Health Centre,46.33564429,-79.49374727
4734,North Bay Regional Health Centre,46.33564429,-79.49374727
4735,North Bay Regional Health Centre - Kirkwood,46.478232,-80.961808
4736,North Bay Regional Health Centre - Kirkwood,46.478232,-80.961808
4737,Hamilton Health Sciences - UCC,43.260110471,-79.89767994
4738,St. Joseph's Health Care London-Parkwood,42.958521807,-81.22721342
4740,Woodstock Hospital,43.1086531,-80.75387693
4741,Health Sciences North - Ramsey Lake Health Centre,46.469429689,-80.99607377
4742,University Health Network - Bickle Centre,43.63513868,-79.43232488
4743,University Health Network - Lyndhurst,43.718318622,-79.36934482
4744,University Health Network-University Centre,43.656796506,-79.38935332
4747,Trillium Health Partners-Credit Valley,43.56064308,-79.70473857
4748,Trillium Health Partners-Credit Valley,43.56064308,-79.70473857
4749,Trillium Health Partners-Credit Valley,43.56064308,-79.70473857
4750,Trillium Health Partners-Credit Valley,43.56064308,-79.70473857
4751,Trillium Health Partners-Credit Valley,43.56064308,-79.70473857
4752,Trillium Health Partners-Mississauga,43.572247522,-79.60962036
4753,Trillium Health Partners-Mississauga,43.572247522,-79.60962036
4754,Trillium Health Partners-Mississauga,43.572247522,-79.60962036
4755,Trillium Health Partners-Mississauga,43.572247522,-79.60962036
4756,Trillium Health Partners-Mississauga,43.572247522,-79.60962036
4757,Trillium Health Partners-McCall Continuing Care,43.61028282,-79.5634344
4758,Trillium Health Partners-Queensway,43.609672806,-79.56135702
4759,Trillium Health Partners-Queensway,43.609672806,-79.56135702
4761,Centre for Addiction & Mental Health,43.644293159,-79.41814396
4762,Brockville General Hospital,44.59786157,-75.68209183
4763,Headwaters Health Care Centre-Dufferin,43.920839285,-80.0723515
4764,Waypoint Centre for Mental Health Care-Regional,44.800928115,-79.92950746
4765,Sunnybrook Health Sciences Centre - St. John's Rehab,43.789743015,-79.40475476
4766,Sunnybrook Health Sciences Centre - St. John's Rehab,43.789743015,-79.40475476
4767,Sunnybrook Health Sciences Centre - St. John's Rehab,43.789743015,-79.40475476
4768,North Shore Health Network - Richard's Landing,46.293256929,-84.03555724
4769,North Shore Health Network - Thessalon,46.263768009,-83.55977926
4770,North Shore Health Network - Thessalon,46.263768009,-83.55977926
4771,St. Thomas Elgin General Hospital,42.76425312,-81.18148333
4773,Windsor Regional Hospital-Ouellette Campus,42.3077979,-83.03270289
4774,Windsor Regional Hospital-Ouellette Campus,42.3077979,-83.03270289
4775,Windsor Regional Hospital-Ouellette Campus,42.3077979,-83.03270289
4776,Windsor Regional Hospital-Ouellette Campus,42.3077979,-83.03270289
4777,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
4778,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
4779,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
4780,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
4781,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
4782,St. Josephs Healthcare Hamilton-West 5th,43.240100854,-79.88214105
4784,Hotel Dieu Hospital-Kingston,44.23111275,-76.48614508
4787,Brightshores Health System-Wiarton,44.738326545,-81.13862259
4788,Hamilton Health Sciences - West Lincoln,43.187720431,-79.54213768
4789,Hamilton Health Sciences - West Lincoln,43.187720431,-79.54213768
4790,Hamilton Health Sciences - West Lincoln,43.187720431,-79.54213768
4795,Seaforth Community Hospital,43.551629267,-81.38571314
4796,Ontario Shores Centre for Mental Health Sciences,43.850665324,-78.94378541
4797,Georgian Bay General Hospital - Midland,44.741877543,-79.91164133
4798,Georgian Bay General Hospital - Midland,44.741877543,-79.91164133
4799,Humber River Health-Wilson,43.724776626,-79.49041127
4800,Humber River Health-Wilson,43.724776626,-79.49041127
4801,Humber River Health-Wilson,43.724776626,-79.49041127
4802,Humber River Health-Wilson,43.724776626,-79.49041127
4803,Ontario Shores Centre for Mental Health Sciences,43.850665324,-78.94378541
4804,Sinai Health System - Mount Sinai,43.657697,-79.38972356
4805,Sinai Health System - Mount Sinai,43.657697,-79.38972356
4806,Sinai Health System - Mount Sinai,43.657697,-79.38972356
4807,Sinai Health System-Hennick Bridgepoint,43.665952032,-79.3555059
4808,Sinai Health System-Hennick Bridgepoint,43.665952032,-79.3555059
4810,Niagara Health System - Niagara-on-the-Lake,43.253483,-79.066974
4811,Holland Bloorview Kids Rehabilitation Hospital,43.717847983,-79.37268637
4812,Sinai Health System-Hennick Bridgepoint,43.665952032,-79.3555059
4813,Providence Healthcare,43.71151909,-79.28365044
4814,University Health Network-University Centre,43.656796506,-79.38935332
4818,Mackenzie Health-Urgent Care Centre,43.835263,-79.533011
4819,North of Superior Healthcare Group-Wilson Memorial,48.718349,-86.37741837
4820,North of Superior Healthcare Group-Wilson Memorial,48.718349,-86.37741837
4821,North of Superior Healthcare Group-Wilson Memorial,48.718349,-86.37741837
4822,North of Superior Healthcare Group - McCausland Hospital,48.78085211,-87.10422149
4823,North of Superior Healthcare Group - McCausland Hospital,48.78085211,-87.10422149
4824,North of Superior Healthcare Group - McCausland Hospital,48.78085211,-87.10422149
4825,Royal Ottawa Mental Health Centre,45.387986664,-75.72997129
4827,William Osler Health System-Peel Memorial Centre for Health & Wellness,43.69093853,-79.75121799
4828,Trillium Health Partners-Queensway,43.609672806,-79.56135702
4829,Kingston Health Sciences Centre - Hotel Dieu,44.23111275,-76.48614508
4830,Kingston Health Sciences Centre - Hotel Dieu,44.23111275,-76.48614508
4831,Kingston Health Sciences Centre - Kingston General,44.224543653,-76.49286687
4832,Kingston Health Sciences Centre - Kingston General,44.224543653,-76.49286687
4833,Kingston Health Sciences Centre - Kingston General,44.224543653,-76.49286687
4834,Scarborough Health Network-Centenary,43.78225527,-79.20644578
4835,Scarborough Health Network-Centenary,43.78225527,-79.20644578
4836,Scarborough Health Network-Centenary,43.78225527,-79.20644578
4837,Scarborough Health Network-Centenary,43.78225527,-79.20644578
4838,Scarborough Health Network-Centenary,43.78225527,-79.20644578
4839,Scarborough Health Network-Scarborough General,43.755102564,-79.24780021
4840,Scarborough Health Network-Scarborough General,43.755102564,-79.24780021
4841,Scarborough Health Network-Birchmount,43.80171506,-79.30801201
4842,Scarborough Health Network-Birchmount,43.80171506,-79.30801201
4843,Scarborough Health Network-Birchmount,43.80171506,-79.30801201
4844,Lakeridge Health - Ajax,43.83787895,-79.0158433
4845,Lakeridge Health - Ajax,43.83787895,-79.0158433
4846,Lakeridge Health - Ajax,43.83787895,-79.0158433
4847,Lakeridge Health - Ajax,43.83787895,-79.0158433
4848,Lakeridge Health - Ajax,43.83787895,-79.0158433
4849,Oak Valley Health-Markham Stouffville Hospital,43.88478379,-79.23305185
4850,Humber River Health-RCC Finch,43.75528377,-79.52661403
4851,North York General Hospital-RCC Finch,43.75528377,-79.52661403
4852,Oak Valley Health-RCC Finch,43.75528377,-79.52661403
4853,Southlake Regional Health Centre-RCC Finch,43.75528377,-79.52661403
4854,Mackenzie Health-RCC,43.75528377,-79.52661403
4855,Mackenzie Health-RCC,43.75528377,-79.52661403
4856,Mackenzie Health-RCC,43.75528377,-79.52661403
4857,Unity Health Toronto-St. Joseph's,43.63918723,-79.45011509
4858,Unity Health Toronto-St. Joseph's,43.63918723,-79.45011509
4859,Unity Health Toronto-St. Joseph's,43.63918723,-79.45011509
4860,Unity Health Toronto-Providence,43.711519088,-79.28365044
4861,Unity Health Toronto-Providence,43.711519088,-79.28365044
4862,Unity Health Toronto-Providence,43.711519088,-79.28365044
4864,Unity Health Toronto-St. Michael's,43.65371747,-79.37730388
4865,Unity Health Toronto-St. Michael's,43.65371747,-79.37730388
4866,Unity Health Toronto-St. Michael's,43.65371747,-79.37730388
4867,Runnymede Healthcare Centre,43.664105029,-79.48143778
4868,Chatham-Kent Health Alliance-Wallaceburg,42.597378512,-82.3668958
4869,Chatham-Kent Health Alliance-Wallaceburg,42.597378512,-82.3668958
4870,Chatham-Kent Health Alliance-Chatham Site,42.405876081,-82.19401363
4871,Chatham-Kent Health Alliance-Chatham Site,42.405876081,-82.19401363
4872,Chatham-Kent Health Alliance-Chatham Site,42.405876081,-82.19401363
4873,Chatham-Kent Health Alliance-Chatham Site,42.405876081,-82.19401363
4874,Chatham-Kent Health Alliance-Chatham Site,42.405876081,-82.19401363
4914,Humber River Health-RCC Church and Multicare Kidney Clinic,43.708367194,-79.50959672
4915,Sunnybrook Health Sciences-RCC Church,43.708367194,-79.50959672
5017,St. Joseph's Continuing Care Centre of Sudbury,46.467190016,-80.96759722
5018,Southlake Regional Health Centre-RCC Church,43.708367194,-79.50959672
5019,Trillium Health Partners-RCC Church,43.708367194,-79.50959672
5020,Unity Health Toronto-RCC Church,43.708367194,-79.50959672
5021,William Osler Health System-RCC Church,43.708367194,-79.50959672
5055,St. Joseph's Health Centre Guelph,43.550927573,-80.27102844
5228,Brightshores Health System-Owen Sound,44.56745188,-80.91238196
5245,Scarborough Health Network-Birchmount,43.80171506,-79.30801201
5246,University Health Network - Bickle Centre,43.63513868,-79.43232488
5247,University Health Network-University Centre,43.656796506,-79.38935332
5248,University Health Network-University Centre,43.656796506,-79.38935332
5249,North York Minor Surgical Procedures & Elder Care Centre,43.769756,-79.3339077
5269,Lennox and Addington County General Hospital,44.240369305,-76.96588938
5270,Four Counties Health Services,42.68241519,-81.78885526
5271,Stevenson Memorial Hospital,44.155273282,-79.87599703
5272,Almonte General Hospital,45.228483727,-76.18993598
5273,Arnprior Regional Health,45.440918922,-76.35219901
5274,Atikokan General Hospital,48.75360749,-91.59844063
5275,Royal Victoria Regional Health Centre,44.416182997,-79.66204133
5276,North Shore Health Network-Blind River,46.185873614,-82.92537587
5277,North Shore Health Network - Thessalon,46.263768009,-83.55977926
5278,West Park Healthcare Centre,43.688827248,-79.50798713
5279,Brockville General Hospital,44.59786157,-75.68209183
5280,Brockville General Hospital,44.59202702,-75.68319067
5281,Campbellford Memorial Hospital,44.31228116,-77.78956209
5282,Carleton Place and District Memorial Hospital,45.140770726,-76.13611544
5283,Chapleau Health Services,47.840230856,-83.41508332
5284,North York General Hospital - General Site,43.769509301,-79.36423899
5285,Clinton Public Hospital,43.621385113,-81.54264245
5286,Lady Minto Hospital,49.069716483,-81.02001451
5287,Collingwood General and Marine Hospital,44.498101142,-80.20274196
5288,Hotel Dieu Hospital of Cornwall,45.015193427,-74.7318015
5289,Deep River and District Hospital,46.09099964,-77.47642632
5290,Dryden Regional Health Centre,49.769700855,-92.83901427
5291,Haldimand War Memorial Hospital,42.906005704,-79.62425483
5292,St. Joseph's General Hospital - Elliot Lake,46.384182474,-82.66110323
5293,Royal Ottawa Health Care-Brockville Mental Health Centre,44.602782381,-75.66453889
5294,Royal Ottawa Mental Health Centre,45.387986664,-75.72997129
5295,Englehart and District Hospital,47.822972214,-79.87854588
5296,Espanola General Hospital,46.24785197,-81.78004889
5297,South Huron Hospital,43.343683613,-81.48103731
5298,Groves Memorial Community Hospital,43.709139993,-80.39223003
5299,Cambridge Memorial Hospital,43.37880489,-80.32800591
5300,Geraldton District Hospital,49.722794634,-86.95493864
5301,Alexandra Marine and General Hospital,43.750284855,-81.70601579
5302,Guelph General Hospital,43.555809663,-80.25381443
5303,St. Joseph's Health Centre Guelph,43.550927573,-80.27102844
5304,St. Josephs Healthcare Hamilton-West 5th,43.240100854,-79.88214105
5305,St. Joseph's Healthcare Hamilton-Charlton Campus,43.249163326,-79.86964711
5306,Hanover and District Hospital,44.14202762,-81.02820725
5307,Notre Dame Hospital,49.686849117,-83.67850471
5308,Hornepayne Community Hospital,48.76861797,-80.68564595
5309,Alexandra Hospital,43.031919609,-80.87481576
5310,Anson General Hospital,49.21100821,-84.77444356
5311,Lady Dunn Health Centre,48.000142418,-84.77256639
5312,Sensenbrenner Hospital,49.424894375,-82.42908094
5313,Providence Care Hospital,44.220393906,-76.5259062
5314,Kirkland and District Hospital,48.156267168,-80.01946608
5315,St. Mary's General Hospital,43.43817641,-80.50044803
5316,Mackenzie Health-Richmond Hill,43.87029911,-79.44955162
5317,Erie Shores Healthcare,42.049349111,-82.61491544
5318,Ross Memorial Hospital,44.3522984,-78.75156924
5319,Listowel Memorial Hospital,43.732839087,-80.95030721
